sq_candidato,link,tse_uf,tse_nome_urna,tse_n_urna,tse_cargo,tse_partido,resultado,numero_votos
250001613760,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001613760,SP,HENRIQUE PARRA DO CARDUME,5012,DEPUTADO FEDERAL,PSOL,SUPLENTE,6849
250001619348,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619348,SP,KEIT LIMA,50300,DEPUTADO ESTADUAL,PSOL,SUPLENTE,36767
250001612101,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001612101,SP,MÁRCIA ROCHA,2324,DEPUTADO FEDERAL,CIDADANIA,SUPLENTE,2858
250001619382,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619382,SP,LENINHA PROFESSORA,50666,DEPUTADO ESTADUAL,PSOL,SUPLENTE,2383
250001643684,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001643684,SP,MÃE MIRELLE BUENO,12307,DEPUTADO ESTADUAL,PDT,SUPLENTE,418
250001619369,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619369,SP,NEON CUNHA,50700,DEPUTADO ESTADUAL,PSOL,SUPLENTE,35111
250001611757,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611757,SP,PAOLLA MIGUEL,13199,DEPUTADO ESTADUAL,PT,SUPLENTE,25062
250001613797,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001613797,SP,PATRICIA ZANELLA,1822,DEPUTADO FEDERAL,REDE,SUPLENTE,3147
250001610680,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001610680,SP,ATAGIBA,1300,DEPUTADO FEDERAL,PT,SUPLENTE,20066
250001611776,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611776,SP,ROZANA BARROSO POVO NO PODER,65013,DEPUTADO ESTADUAL,PC DO B,SUPLENTE,6180
250001613774,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001613774,SP,SANTO LEGALIZA,5042,DEPUTADO FEDERAL,PSOL,SUPLENTE,5446
250001620625,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001620625,SP,SHIRLEI MOURA,40665,DEPUTADO ESTADUAL,PSB,SUPLENTE,410
250001620627,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001620627,SP,SUSY SEVEN,40717,DEPUTADO ESTADUAL,PSB,SUPLENTE,412
250001610644,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001610644,SP,SYMMY LARRAT,1369,DEPUTADO FEDERAL,PT,SUPLENTE,5400
250001620628,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001620628,SP,TALITA CADEIRANTE,40012,DEPUTADO ESTADUAL,PSB,SUPLENTE,14971
250001611769,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611769,SP,THAINARA FARIA,13016,DEPUTADO ESTADUAL,PT,ELEITO POR QP,91388
250001619331,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619331,SP,THÍFANY FÉLIX,18181,DEPUTADO ESTADUAL,REDE,SUPLENTE,455
250001620297,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001620297,SP,WILLIAM CALLEGARO,4050,DEPUTADO FEDERAL,PSB,SUPLENTE,3921
250001611784,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611784,SP,RICARDO CAMPEÃO COLETIVO VERDE,43433,DEPUTADO ESTADUAL,PV,SUPLENTE,2258
250001619355,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619355,SP,ADRIANA DO POVO DA CULTURA,50456,DEPUTADO ESTADUAL,PSOL,SUPLENTE,16167
250001619337,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619337,SP,THALITA TAVARES,50180,DEPUTADO ESTADUAL,PSOL,SUPLENTE,2777
250001619359,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619359,SP,PROFESSOR JUCA,50800,DEPUTADO ESTADUAL,PSOL,SUPLENTE,2786
250001643636,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001643636,SP,REBECCA BARBOSA,12456,DEPUTADO ESTADUAL,PDT,SUPLENTE,3002
250001610690,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001610690,SP,JACQUE CHANEL,1384,DEPUTADO FEDERAL,PT,SUPLENTE,489
250001606259,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001606259,SP,GORETE SILVA,77134,DEPUTADO ESTADUAL,SOLIDARIEDADE,SUPLENTE,527
250001610027,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001610027,SP,PROF ADRIANA VASCONCELLOS,15556,DEPUTADO ESTADUAL,MDB,SUPLENTE,3766
250001643597,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001643597,SP,MARIA EUGENIA BIFFI,12016,DEPUTADO ESTADUAL,PDT,SUPLENTE,3217
250001723577,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001723577,SP,URIÃ FANCELLI,19020,DEPUTADO ESTADUAL,PODE,SUPLENTE,9341
250001611822,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611822,SP,JOEL JUNIOR,43773,DEPUTADO ESTADUAL,PV,SUPLENTE,610
250001611539,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611539,SP,MANDI MULHERES EM REBELDIA,16123,DEPUTADO ESTADUAL,PSTU,NÃO ELEITO,751
250001643641,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001643641,SP,PROF. RAFAEL PURGATO,12720,DEPUTADO ESTADUAL,PDT,SUPLENTE,2202
250001619375,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619375,SP,PROFESSORA JACI TODAS AS LUTAS,50088,DEPUTADO ESTADUAL,PSOL,SUPLENTE,839
250001643732,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001643732,SP,ABNER TOFANELLI,1250,DEPUTADO FEDERAL,PDT,NÃO ELEITO,13215
250001611767,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611767,SP,DUDA HIDALGO,13180,DEPUTADO ESTADUAL,PT,SUPLENTE,49656
250001613806,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001613806,SP,WALTECY,5077,DEPUTADO FEDERAL,PSOL,SUPLENTE,1635
250001611756,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611756,SP,MIRIAM ALGARRA,13360,DEPUTADO ESTADUAL,PT,SUPLENTE,6270
250001620282,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001620282,SP,CABO ROSSI,4090,DEPUTADO FEDERAL,PSB,SUPLENTE,1458
250001611235,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611235,SP,LÉO AQUILLA,1501,DEPUTADO FEDERAL,MDB,SUPLENTE,16678
250001619379,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001619379,SP,MONICA DO MOVIMENTO PRETAS,50900,DEPUTADO ESTADUAL,PSOL,ELEITO POR QP,106781
250001611257,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/SP/250001611257,SP,CINTIA RAMOS,1595,DEPUTADO FEDERAL,MDB,SUPLENTE,616
270001620124,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/TO/270001620124,TO,EUTÁLIA POVO DE LUTA,13013,DEPUTADO ESTADUAL,PT,SUPLENTE,4050
270001676174,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/TO/270001676174,TO,THAMIRES DO COLETIVO SOMOS,4080,DEPUTADO FEDERAL,PSB,NÃO ELEITO,2530
270001676095,https://divulgacandcontas.tse.jus.br/divulga/#/candidato/2022/2040602022/TO/270001676095,TO,PEARA DO COLETIVO SOMOS,40180,DEPUTADO ESTADUAL,PSB,SUPLENTE,1754
